Heart_Rate,Acceleration,SpO2,Temperature,Predicted_Sleep_Stage
60,0.05,98,35.9,Deep Sleep
99,1.31,91,36.9,Sleep Disturbance
73,0.05,98,36.3,Light Sleep
89,0.15,96,36.2,Light Sleep
87,0.19,97,36.4,Light Sleep
96,0.44,98,36.8,Awake
66,0.03,99,35.8,Deep Sleep
114,0.81,95,36.6,Sleep Disturbance
72,0.02,100,36.0,Deep Sleep
88,0.77,96,36.7,Awake
79,0.2,96,36.2,Light Sleep
92,0.27,95,36.3,REM
102,0.84,91,36.9,Sleep Disturbance
91,0.24,98,36.4,REM
117,0.7,93,36.8,Sleep Disturbance
74,0.01,97,35.9,Deep Sleep
82,0.12,95,36.1,REM
101,0.96,97,36.5,Awake
87,0.14,96,36.4,Light Sleep
73,0.18,95,36.3,Light Sleep
92,0.56,92,36.7,Sleep Disturbance
87,0.73,95,36.7,Awake
75,0.15,96,36.0,Light Sleep
96,0.46,94,36.7,Awake
102,1.21,93,37.0,Sleep Disturbance
86,0.13,95,36.3,REM
100,0.54,94,36.5,Sleep Disturbance
86,0.16,98,36.4,REM
109,1.34,92,37.0,Sleep Disturbance
85,0.57,98,36.6,Awake
62,0.01,97,35.8,Deep Sleep
87,0.13,97,36.2,REM
93,0.66,98,36.7,Awake
92,1.39,92,36.7,Sleep Disturbance
90,0.96,95,36.9,Sleep Disturbance
90,0.12,98,36.3,Light Sleep
63,0.01,96,36.0,Deep Sleep
78,0.11,99,36.2,Light Sleep
93,0.33,95,36.4,Awake
112,0.88,95,36.9,Sleep Disturbance
62,0.01,96,36.1,Deep Sleep
79,0.04,99,36.1,Deep Sleep
95,0.38,97,36.7,Awake
105,0.61,94,36.5,Sleep Disturbance
104,0.74,98,36.8,Awake
87,0.09,96,36.3,Light Sleep
77,0.28,98,36.3,REM
83,0.08,98,36.2,Light Sleep
82,0.15,96,36.1,Light Sleep
94,0.64,97,36.7,Awake
82,0.21,98,36.3,REM
75,0.02,100,36.1,Deep Sleep
61,0.04,98,36.1,Deep Sleep
75,0.04,96,35.8,Deep Sleep
71,0.11,99,36.1,Light Sleep
99,1.06,91,36.8,Sleep Disturbance
117,1.37,94,36.6,Sleep Disturbance
73,0.03,96,36.1,Deep Sleep
81,0.16,99,36.3,REM
80,0.11,97,36.4,REM
97,0.68,93,36.6,Sleep Disturbance
79,0.04,96,36.1,Deep Sleep
62,0.04,100,35.8,Deep Sleep
81,0.17,98,36.2,REM
105,1.05,95,36.8,Sleep Disturbance
87,0.21,99,36.4,REM
89,0.17,99,36.5,REM
96,1.11,95,36.6,Sleep Disturbance
91,0.27,96,36.4,REM
90,0.97,98,36.4,Awake
79,0.18,97,36.3,Light Sleep
109,1.49,92,36.6,Sleep Disturbance
95,0.75,98,36.5,Awake
74,0.02,96,35.8,Deep Sleep
105,0.98,96,36.8,Awake
77,0.16,95,36.5,REM
82,0.15,98,36.1,Light Sleep
87,0.23,96,36.3,REM
82,0.18,99,36.5,REM
92,0.29,99,36.4,REM
101,0.62,91,36.8,Sleep Disturbance
79,0.2,97,36.5,REM
119,1.44,93,36.6,Sleep Disturbance
98,1.0,94,36.7,Awake
83,0.17,97,36.1,REM
79,0.03,98,36.2,Deep Sleep
103,1.1,90,37.0,Sleep Disturbance
106,1.47,92,37.0,Sleep Disturbance
82,0.06,99,36.4,Light Sleep
92,1.35,94,36.7,Sleep Disturbance
104,1.36,91,36.9,Sleep Disturbance
107,0.58,98,36.4,Awake
80,0.14,99,36.0,Light Sleep
99,0.71,96,36.7,Awake
89,0.14,96,36.1,Light Sleep
71,0.09,97,36.2,Light Sleep
93,0.94,98,36.6,Awake
76,0.05,100,36.2,Deep Sleep
69,0.02,100,36.1,Deep Sleep
103,0.74,95,36.8,Awake
78,0.11,99,36.2,Light Sleep
106,0.91,97,36.7,Awake
96,0.57,94,36.8,Sleep Disturbance
78,0.01,100,36.2,Deep Sleep
117,1.24,95,36.8,Sleep Disturbance
79,0.28,99,36.3,REM
88,0.3,98,36.3,REM
77,0.17,99,36.2,Light Sleep
90,0.56,92,36.7,Sleep Disturbance
68,0.04,100,35.9,Deep Sleep
73,0.11,97,36.4,Light Sleep
86,0.11,99,36.3,Light Sleep
94,1.05,93,36.9,Sleep Disturbance
64,0.03,97,36.1,Deep Sleep
78,0.01,98,36.2,Deep Sleep
93,0.75,97,36.6,Awake
103,0.93,91,36.5,Sleep Disturbance
91,0.47,94,36.4,Awake
70,0.09,96,36.4,Light Sleep
104,0.72,96,36.8,Awake
101,1.14,93,36.7,Sleep Disturbance
68,0.01,97,36.2,Deep Sleep
75,0.27,98,36.4,REM
105,0.59,96,36.5,Awake
65,0.04,97,36.1,Deep Sleep
73,0.02,96,36.0,Deep Sleep
89,0.23,99,36.4,REM
107,0.33,95,36.5,Awake
87,0.53,96,36.7,Awake
70,0.05,100,35.8,Deep Sleep
66,0.03,97,36.0,Deep Sleep
89,0.28,96,36.3,REM
96,0.53,96,36.7,Awake
78,0.15,98,36.2,Light Sleep
91,0.84,94,36.8,Sleep Disturbance
72,0.01,98,36.1,Deep Sleep
90,0.53,95,36.4,Awake
112,0.94,94,36.7,Sleep Disturbance
83,0.28,96,36.2,REM
73,0.03,98,36.2,Deep Sleep
68,0.02,99,35.9,Deep Sleep
74,0.02,99,35.9,Deep Sleep
95,0.16,99,36.2,REM
78,0.01,98,36.0,Deep Sleep
69,0.01,99,35.9,Deep Sleep
76,0.0,100,35.9,Deep Sleep
106,0.42,98,36.4,Awake
86,0.06,96,36.1,Light Sleep
92,0.6,94,36.7,Awake
92,0.26,95,36.2,REM
69,0.04,98,36.0,Deep Sleep
68,0.01,97,35.8,Deep Sleep
115,0.53,93,36.6,Sleep Disturbance
83,0.2,99,36.3,REM
86,0.21,95,36.2,REM
105,0.79,93,36.6,Sleep Disturbance
88,0.12,99,36.3,Light Sleep
93,0.17,96,36.3,REM
80,0.0,100,36.2,Deep Sleep
101,0.36,96,36.8,Awake
61,0.05,100,35.8,Deep Sleep
87,0.68,94,36.5,Awake
72,0.16,96,36.2,Light Sleep
80,0.04,99,36.0,Deep Sleep
78,0.01,96,36.1,Deep Sleep
97,0.79,93,36.9,Sleep Disturbance
94,0.46,98,36.6,Awake
75,0.29,96,36.3,REM
84,0.18,96,36.3,Light Sleep
74,0.09,97,36.0,Light Sleep
82,0.19,97,36.3,REM
78,0.08,96,36.4,Light Sleep
104,1.06,90,36.6,Sleep Disturbance
88,0.29,96,36.5,REM
105,1.24,95,36.8,Sleep Disturbance
65,0.02,99,36.0,Deep Sleep
86,0.36,98,36.5,Awake
104,1.04,90,36.7,Sleep Disturbance
97,0.73,97,36.8,Awake
80,0.02,100,35.8,Deep Sleep
88,0.57,95,36.5,Awake
78,0.2,95,36.5,REM
88,0.08,97,36.1,Light Sleep
65,0.02,96,36.1,Deep Sleep
89,0.18,96,36.2,Light Sleep
61,0.01,98,35.9,Deep Sleep
76,0.26,95,36.4,REM
92,0.26,98,36.5,REM
63,0.02,97,35.9,Deep Sleep
88,0.3,96,36.2,REM
99,0.79,98,36.7,Awake
85,0.28,98,36.3,REM
97,1.41,92,36.8,Sleep Disturbance
65,0.01,100,36.2,Deep Sleep
73,0.04,97,36.2,Deep Sleep
75,0.3,97,36.1,REM
78,0.02,100,36.0,Deep Sleep
99,0.8,94,36.5,Awake
66,0.03,97,36.1,Deep Sleep
105,0.94,97,36.5,Awake
71,0.02,97,36.1,Deep Sleep
73,0.05,98,36.1,Deep Sleep
70,0.03,100,35.9,Deep Sleep
88,0.15,99,36.3,Light Sleep
62,0.01,100,35.8,Deep Sleep
75,0.28,95,36.1,REM
106,1.39,93,36.6,Sleep Disturbance
94,0.27,98,36.4,REM
86,0.16,95,36.4,REM
86,0.93,94,36.4,Awake
114,1.11,91,36.6,Sleep Disturbance
92,0.98,98,36.6,Awake
107,1.12,92,37.0,Sleep Disturbance
100,0.89,92,36.9,Sleep Disturbance
60,0.01,100,36.2,Deep Sleep
89,0.18,97,36.3,Light Sleep
99,1.35,94,36.9,Sleep Disturbance
65,0.03,98,35.9,Deep Sleep
75,0.07,96,36.2,Light Sleep
79,0.14,98,36.4,REM
79,0.2,97,36.4,REM
87,0.17,98,36.2,Light Sleep
88,0.98,97,36.8,Awake
83,0.12,98,36.4,REM
100,0.58,94,37.0,Sleep Disturbance
105,1.42,92,37.0,Sleep Disturbance
114,0.83,94,36.8,Sleep Disturbance
76,0.11,96,36.1,Light Sleep
95,1.2,94,36.7,Sleep Disturbance
77,0.1,96,36.1,Light Sleep
86,0.08,98,36.3,Light Sleep
116,1.33,95,36.9,Sleep Disturbance
115,0.8,91,36.6,Sleep Disturbance
117,0.68,91,37.0,Sleep Disturbance
110,0.43,97,36.6,Awake
65,0.03,96,35.9,Deep Sleep
70,0.17,95,36.0,Light Sleep
83,0.14,99,36.1,Light Sleep
110,0.69,94,36.7,Awake
73,0.18,96,36.1,Light Sleep
72,0.03,97,35.9,Deep Sleep
99,0.39,95,36.6,Awake
77,0.18,95,36.3,REM
94,0.16,95,36.3,REM
78,0.03,96,36.1,Deep Sleep
67,0.01,100,36.2,Deep Sleep
90,0.58,91,36.9,Sleep Disturbance
94,0.84,92,36.8,Sleep Disturbance
99,0.89,98,36.7,Awake
99,0.62,97,36.6,Awake
83,0.12,99,36.3,Light Sleep
87,0.36,96,36.5,Awake
75,0.04,99,35.9,Deep Sleep
88,0.12,99,36.4,Light Sleep
79,0.14,95,36.0,Light Sleep
68,0.04,98,36.1,Deep Sleep
87,0.21,96,36.4,REM
103,1.15,92,36.7,Sleep Disturbance
74,0.01,100,36.0,Deep Sleep
84,0.21,95,36.2,REM
93,0.14,98,36.3,REM
74,0.01,98,35.8,Deep Sleep
98,0.76,94,36.5,Awake
110,0.66,90,36.9,Sleep Disturbance
70,0.01,98,35.9,Deep Sleep
65,0.01,100,35.8,Deep Sleep
96,0.6,95,36.9,Sleep Disturbance
107,1.45,95,36.7,Sleep Disturbance
86,0.23,99,36.4,REM
87,0.59,98,36.4,Awake
73,0.09,95,36.0,Light Sleep
88,0.25,98,36.2,REM
90,0.18,98,36.4,Light Sleep
81,0.07,96,36.4,Light Sleep
75,0.11,96,36.3,REM
88,0.3,99,36.4,REM
90,1.04,91,36.7,Sleep Disturbance
83,0.25,97,36.4,REM
70,0.17,99,36.3,Light Sleep
76,0.05,99,36.3,Light Sleep
86,0.13,96,36.3,Light Sleep
110,0.89,91,36.7,Sleep Disturbance
80,0.02,100,36.0,Deep Sleep
89,0.36,98,36.6,Awake
96,0.52,97,36.7,Awake
102,0.98,92,36.7,Sleep Disturbance
69,0.02,96,35.8,Deep Sleep
92,0.11,97,36.4,REM
76,0.2,99,36.1,REM
109,0.4,98,36.5,Awake
67,0.02,100,35.9,Deep Sleep
76,0.13,99,36.2,Light Sleep
98,0.36,97,36.5,Awake
76,0.12,98,36.3,REM
79,0.16,96,36.2,Light Sleep
66,0.01,100,35.8,Deep Sleep
74,0.01,98,36.1,Deep Sleep
80,0.02,97,35.9,Deep Sleep
87,0.13,95,36.2,REM
77,0.13,95,36.5,REM
97,0.61,94,36.8,Awake
91,1.31,92,36.9,Sleep Disturbance
66,0.01,97,36.0,Deep Sleep
77,0.29,98,36.4,REM
74,0.12,97,36.4,Light Sleep
115,1.05,91,36.8,Sleep Disturbance
80,0.03,100,35.9,Deep Sleep
84,0.25,96,36.1,REM
66,0.03,97,35.9,Deep Sleep
92,0.35,96,36.8,Awake
81,0.27,97,36.2,REM
97,0.5,97,36.4,Awake
73,0.04,96,35.8,Deep Sleep
87,0.17,97,36.1,Light Sleep
119,0.65,91,36.5,Sleep Disturbance
77,0.12,97,36.1,Light Sleep
82,0.07,95,36.2,Light Sleep
80,0.02,96,36.0,Deep Sleep
93,1.14,95,36.6,Sleep Disturbance
82,0.1,99,36.2,Light Sleep
85,0.2,96,36.2,REM
93,0.12,98,36.5,REM
80,0.29,97,36.3,REM
76,0.14,95,36.2,REM
80,0.02,99,36.2,Deep Sleep
90,0.79,96,36.8,Awake
102,0.81,98,36.5,Awake
78,0.15,99,36.3,REM
82,0.2,99,36.1,Light Sleep
102,0.71,96,36.5,Awake
81,0.05,95,36.3,Light Sleep
67,0.02,99,36.1,Deep Sleep
100,0.52,98,36.5,Awake
80,0.01,99,36.2,Deep Sleep
67,0.02,99,36.2,Deep Sleep
95,0.78,90,36.8,Sleep Disturbance
103,1.36,90,37.0,Sleep Disturbance
71,0.08,98,36.2,Light Sleep
95,0.72,94,36.8,Sleep Disturbance
70,0.08,95,36.1,Light Sleep
78,0.12,95,36.4,REM
88,0.14,97,36.2,Light Sleep
83,0.13,96,36.2,REM
72,0.18,98,36.3,Light Sleep
88,0.47,97,36.6,Awake
102,0.86,97,36.4,Awake
88,0.29,96,36.2,REM
78,0.15,96,36.2,Light Sleep
81,0.12,96,36.4,REM
85,0.11,95,36.3,Light Sleep
87,0.48,97,36.4,Awake
109,0.71,98,36.4,Awake
88,0.17,99,36.3,REM
78,0.23,96,36.5,REM
99,1.45,94,36.7,Sleep Disturbance
90,0.13,98,36.4,Light Sleep
73,0.02,100,36.1,Deep Sleep
75,0.15,96,36.3,Light Sleep
116,0.6,92,36.8,Sleep Disturbance
72,0.18,95,36.3,Light Sleep
114,1.42,90,36.9,Sleep Disturbance
86,0.1,95,36.1,Light Sleep
104,0.75,94,36.5,Awake
84,0.21,98,36.3,REM
82,0.16,97,36.4,REM
71,0.14,97,36.3,Light Sleep
90,0.23,99,36.4,REM
104,0.96,98,36.8,Awake
98,0.75,94,36.7,Awake
72,0.02,96,35.9,Deep Sleep
80,0.08,96,36.1,Light Sleep
97,0.47,94,36.7,Awake
89,0.08,98,36.1,Light Sleep
76,0.18,98,36.0,Light Sleep
94,0.19,97,36.1,REM
120,1.44,92,36.7,Sleep Disturbance
71,0.13,99,36.2,Light Sleep
88,0.16,98,36.1,Light Sleep
83,0.26,99,36.2,REM
70,0.07,98,36.3,Light Sleep
86,0.41,97,36.6,Awake
96,0.34,94,36.5,Awake
109,1.42,91,36.9,Sleep Disturbance
76,0.23,96,36.3,REM
100,0.76,98,36.4,Awake
89,0.18,95,36.4,REM
76,0.12,96,36.5,REM
88,0.22,98,36.3,REM
65,0.04,96,36.1,Deep Sleep
118,0.88,91,37.0,Sleep Disturbance
92,0.53,92,36.8,Sleep Disturbance
89,0.74,94,36.8,Awake
77,0.03,97,36.0,Deep Sleep
95,0.74,94,36.6,Awake
78,0.02,97,36.0,Deep Sleep
76,0.05,99,36.2,Light Sleep
91,0.95,94,36.7,Sleep Disturbance
64,0.05,100,36.1,Deep Sleep
83,0.28,98,36.2,REM
112,1.37,90,36.7,Sleep Disturbance
101,0.55,95,36.5,Awake
87,0.26,95,36.2,REM
63,0.0,97,36.1,Deep Sleep
75,0.04,98,35.9,Deep Sleep
118,0.51,91,36.9,Sleep Disturbance
78,0.16,96,36.4,REM
76,0.05,96,36.1,Deep Sleep
114,1.06,91,36.5,Sleep Disturbance
76,0.1,99,36.1,Light Sleep
61,0.05,99,36.0,Deep Sleep
119,0.81,94,36.9,Sleep Disturbance
81,0.07,99,36.0,Light Sleep
86,0.23,95,36.2,REM
100,0.66,94,36.5,Awake
110,0.93,92,36.7,Sleep Disturbance
73,0.07,95,36.0,Light Sleep
76,0.17,96,36.4,Light Sleep
90,0.25,95,36.2,REM
78,0.29,97,36.4,REM
110,1.43,91,36.5,Sleep Disturbance
107,0.91,91,36.6,Sleep Disturbance
74,0.11,99,36.2,Light Sleep
87,0.09,98,36.3,Light Sleep
89,0.1,96,36.2,Light Sleep
95,1.17,94,36.8,Sleep Disturbance
83,0.3,97,36.3,REM
75,0.07,98,36.2,Light Sleep
82,0.07,96,36.1,Light Sleep
66,0.02,96,35.9,Deep Sleep
78,0.16,96,36.0,Light Sleep
80,0.19,95,36.2,REM
111,0.8,93,36.8,Sleep Disturbance
110,0.34,98,36.7,Awake
91,0.21,98,36.3,REM
116,0.68,93,36.7,Sleep Disturbance
72,0.0,100,36.1,Deep Sleep
93,0.38,95,36.4,Awake
85,0.17,96,36.3,Light Sleep
74,0.02,97,35.9,Deep Sleep
63,0.01,99,36.2,Deep Sleep
97,0.44,94,36.5,Awake
102,0.58,94,36.5,Awake
74,0.13,97,36.3,Light Sleep
63,0.01,98,36.1,Deep Sleep
78,0.03,100,36.1,Deep Sleep
94,0.13,96,36.5,REM
86,0.27,98,36.4,REM
104,0.54,94,36.6,Awake
117,1.1,90,36.8,Sleep Disturbance
81,0.18,98,36.2,Light Sleep
79,0.1,95,36.1,Light Sleep
79,0.02,100,36.1,Deep Sleep
108,0.52,94,36.8,Sleep Disturbance
110,0.6,96,36.5,Awake
101,0.5,96,36.7,Awake
67,0.01,96,35.8,Deep Sleep
86,0.06,99,36.4,Light Sleep
84,0.18,97,36.2,Light Sleep
98,0.6,98,36.8,Awake
110,0.81,90,36.9,Sleep Disturbance
65,0.03,97,35.9,Deep Sleep
77,0.22,99,36.3,REM
92,1.39,95,36.8,Sleep Disturbance
115,0.89,90,36.8,Sleep Disturbance
61,0.01,96,36.1,Deep Sleep
68,0.05,96,35.8,Deep Sleep
88,0.13,97,36.2,Light Sleep
75,0.0,98,35.9,Deep Sleep
107,1.32,95,36.8,Sleep Disturbance
88,0.6,94,36.7,Awake
75,0.27,97,36.1,REM
77,0.18,96,36.3,REM
90,0.08,97,36.1,Light Sleep
105,0.83,97,36.8,Awake
115,1.08,91,36.9,Sleep Disturbance
72,0.05,96,36.0,Deep Sleep
104,1.24,91,36.8,Sleep Disturbance
69,0.04,97,35.9,Deep Sleep
82,0.13,95,36.2,Light Sleep
109,0.89,90,36.8,Sleep Disturbance
100,0.92,97,36.8,Awake
89,0.6,95,36.7,Awake
60,0.02,98,35.9,Deep Sleep
88,0.17,96,36.3,Light Sleep
92,1.13,94,36.8,Sleep Disturbance
110,0.87,96,36.8,Awake
95,0.69,95,36.7,Awake
76,0.07,95,36.2,Light Sleep
102,0.38,98,36.7,Awake
86,0.15,95,36.1,REM
109,1.25,92,36.7,Sleep Disturbance
63,0.03,100,36.1,Deep Sleep
68,0.02,99,36.0,Deep Sleep
72,0.12,96,36.3,Light Sleep
104,0.33,94,36.7,Awake
92,0.13,95,36.4,REM
94,1.35,90,36.8,Sleep Disturbance
74,0.01,97,36.0,Deep Sleep
100,0.55,96,36.7,Awake
91,1.01,93,36.7,Sleep Disturbance
75,0.16,97,36.4,REM
89,0.28,97,36.4,REM
82,0.2,96,36.5,REM
68,0.0,96,36.1,Deep Sleep
98,0.83,94,36.7,Awake
77,0.12,98,36.2,Light Sleep
72,0.11,98,36.2,Light Sleep
75,0.13,98,36.2,Light Sleep
71,0.05,99,36.2,Deep Sleep
109,0.7,95,36.5,Awake
102,1.1,95,36.5,Sleep Disturbance
93,0.72,93,36.7,Sleep Disturbance
82,0.13,95,36.2,REM
71,0.05,97,36.0,Deep Sleep
80,0.08,97,36.2,Light Sleep
89,0.33,98,36.7,Awake
116,1.02,91,36.9,Sleep Disturbance
69,0.02,96,36.2,Deep Sleep
83,0.09,97,36.4,Light Sleep
76,0.1,97,36.5,REM
82,0.13,99,36.2,Light Sleep
97,0.35,98,36.7,Awake
80,0.05,99,36.0,Deep Sleep
72,0.04,97,35.8,Deep Sleep
105,0.44,95,36.7,Awake
90,0.5,97,36.7,Awake
84,0.29,96,36.3,REM
82,0.09,97,36.1,Light Sleep
61,0.0,97,36.0,Deep Sleep
98,0.34,94,36.6,Awake
74,0.11,95,36.3,Light Sleep
83,0.15,97,36.4,REM
73,0.17,99,36.0,Light Sleep
104,1.03,91,36.8,Sleep Disturbance
79,0.18,99,36.2,Light Sleep
71,0.0,97,35.8,Deep Sleep
70,0.03,98,35.8,Deep Sleep
78,0.13,98,36.1,Light Sleep
111,0.97,91,36.6,Sleep Disturbance
101,0.57,94,36.7,Awake
78,0.1,96,36.2,REM
91,0.79,97,36.6,Awake
80,0.21,96,36.3,REM
78,0.19,95,36.5,REM
98,1.31,92,36.7,Sleep Disturbance
70,0.06,96,36.2,Light Sleep
87,0.59,94,36.5,Awake
60,0.04,99,35.8,Deep Sleep
82,0.16,98,36.3,Light Sleep
80,0.01,98,36.2,Deep Sleep
81,0.07,95,36.2,Light Sleep
89,0.18,99,36.4,Light Sleep
78,0.17,99,36.4,Light Sleep
98,0.54,96,36.5,Awake
104,0.69,96,36.6,Awake
85,0.2,99,36.3,Light Sleep
80,0.02,100,36.0,Deep Sleep
84,0.3,99,36.1,REM
120,0.64,95,36.8,Sleep Disturbance
74,0.16,95,36.1,Light Sleep
94,0.59,94,36.4,Awake
83,0.14,97,36.3,Light Sleep
74,0.11,96,36.1,Light Sleep
94,0.26,97,36.2,REM
67,0.05,100,36.0,Deep Sleep
93,0.8,94,36.7,Awake
66,0.01,98,36.0,Deep Sleep
68,0.03,100,35.8,Deep Sleep
108,0.77,92,36.7,Sleep Disturbance
107,0.31,96,36.7,Awake
78,0.01,99,36.0,Deep Sleep
117,1.09,94,36.8,Sleep Disturbance
87,0.66,96,36.5,Awake
73,0.11,97,36.4,Light Sleep
87,0.22,99,36.3,REM
66,0.0,98,36.1,Deep Sleep
74,0.01,96,35.9,Deep Sleep
75,0.18,96,36.0,Light Sleep
95,0.77,94,36.7,Awake
88,0.79,98,36.6,Awake
106,1.29,90,36.5,Sleep Disturbance
98,0.63,94,36.7,Awake
107,0.61,97,36.4,Awake
98,0.36,94,36.7,Awake
109,0.89,96,36.7,Awake
72,0.18,97,36.2,Light Sleep
76,0.22,96,36.1,REM
106,0.5,97,36.7,Awake
75,0.23,95,36.4,REM
63,0.04,96,36.1,Deep Sleep
97,0.48,96,36.5,Awake
92,0.98,95,37.0,Sleep Disturbance
111,1.47,91,36.9,Sleep Disturbance
91,1.15,90,36.5,Sleep Disturbance
73,0.02,98,35.9,Deep Sleep
91,1.34,90,36.6,Sleep Disturbance
80,0.05,96,35.9,Deep Sleep
91,1.18,95,36.9,Sleep Disturbance
94,0.76,97,36.8,Awake
80,0.17,98,36.2,REM
75,0.03,96,36.0,Deep Sleep
78,0.11,97,36.0,Light Sleep
83,0.2,97,36.1,REM
95,0.16,96,36.4,REM
114,0.56,94,36.8,Sleep Disturbance
104,1.41,90,36.8,Sleep Disturbance
101,0.89,96,36.7,Awake
63,0.02,99,36.0,Deep Sleep
114,0.74,93,36.8,Sleep Disturbance
102,0.95,98,36.5,Awake
76,0.01,96,36.0,Deep Sleep
67,0.01,99,35.8,Deep Sleep
81,0.27,96,36.4,REM
80,0.13,96,36.2,REM
74,0.05,96,36.1,Light Sleep
62,0.02,100,36.1,Deep Sleep
91,0.59,91,36.5,Sleep Disturbance
85,0.17,97,36.3,Light Sleep
85,0.25,95,36.4,REM
96,0.56,98,36.6,Awake
76,0.03,99,36.0,Deep Sleep
86,0.11,95,36.3,REM
92,0.17,99,36.5,REM
85,0.85,95,36.5,Awake
82,0.14,98,36.3,Light Sleep
87,0.12,96,36.1,Light Sleep
97,0.92,95,36.6,Awake
87,0.45,98,36.7,Awake
94,0.23,96,36.4,REM
92,1.46,93,36.8,Sleep Disturbance
66,0.03,96,36.0,Deep Sleep
82,0.09,97,36.3,Light Sleep
83,0.12,96,36.2,Light Sleep
91,0.57,94,36.7,Sleep Disturbance
73,0.02,98,35.9,Deep Sleep
90,0.65,96,36.7,Awake
60,0.03,97,35.9,Deep Sleep
105,1.14,93,36.8,Sleep Disturbance
67,0.01,97,36.0,Deep Sleep
81,0.11,98,36.5,REM
90,0.06,99,36.0,Light Sleep
92,0.77,94,36.7,Awake
106,0.59,91,36.8,Sleep Disturbance
101,0.49,95,36.8,Awake
79,0.02,98,35.8,Deep Sleep
79,0.02,98,35.9,Deep Sleep
70,0.1,96,36.1,Light Sleep
75,0.04,100,36.0,Deep Sleep
95,0.27,97,36.4,REM
85,0.15,99,36.0,Light Sleep
85,0.13,97,36.1,Light Sleep
110,0.58,94,36.7,Awake
101,0.53,91,36.9,Sleep Disturbance
107,0.49,95,36.6,Awake
102,0.87,94,36.8,Awake
78,0.15,96,36.1,Light Sleep
84,0.16,99,36.2,REM
110,1.27,95,36.6,Sleep Disturbance
111,0.82,90,36.6,Sleep Disturbance
93,0.24,96,36.2,REM
74,0.01,100,36.0,Deep Sleep
87,0.13,97,36.4,REM
69,0.04,100,36.0,Deep Sleep
85,0.45,96,36.5,Awake
86,0.16,99,36.2,REM
73,0.1,98,36.1,Light Sleep
104,0.67,96,36.5,Awake
72,0.13,99,36.1,Light Sleep
66,0.02,100,35.9,Deep Sleep
94,0.1,97,36.3,REM
100,0.53,97,36.5,Awake
94,0.77,94,36.7,Awake
99,0.53,94,36.6,Awake
113,1.24,95,36.6,Sleep Disturbance
91,0.59,93,36.5,Sleep Disturbance
96,0.39,97,36.7,Awake
95,0.51,90,36.7,Sleep Disturbance
90,1.21,90,36.9,Sleep Disturbance
89,0.17,98,36.1,Light Sleep
107,0.5,97,36.7,Awake
70,0.19,98,36.1,Light Sleep
95,0.12,99,36.1,REM
98,0.88,97,36.6,Awake
88,0.46,96,36.7,Awake
68,0.01,99,36.1,Deep Sleep
67,0.04,96,36.1,Deep Sleep
73,0.03,100,36.1,Deep Sleep
95,0.72,91,36.5,Sleep Disturbance
80,0.17,95,36.1,Light Sleep
114,0.89,94,37.0,Sleep Disturbance
110,0.59,95,36.5,Awake
99,0.82,92,36.6,Sleep Disturbance
71,0.07,98,36.4,Light Sleep
77,0.06,95,36.3,Light Sleep
91,0.22,99,36.5,REM
94,0.24,98,36.2,REM
78,0.16,96,36.1,Light Sleep
100,0.43,96,36.6,Awake
107,0.48,97,36.4,Awake
84,0.12,95,36.0,Light Sleep
63,0.03,97,36.1,Deep Sleep
99,0.82,93,36.6,Sleep Disturbance
77,0.17,99,36.2,Light Sleep
83,0.14,99,36.1,Light Sleep
86,0.11,98,36.4,REM
95,0.98,90,36.9,Sleep Disturbance
75,0.02,98,35.9,Deep Sleep
92,0.82,90,36.9,Sleep Disturbance
106,0.58,90,36.6,Sleep Disturbance
72,0.05,99,36.2,Deep Sleep
75,0.16,95,36.1,Light Sleep
93,0.98,95,36.8,Sleep Disturbance
70,0.06,96,36.0,Light Sleep
90,0.17,95,36.0,Light Sleep
70,0.01,99,35.9,Deep Sleep
63,0.02,98,36.0,Deep Sleep
99,1.39,92,36.9,Sleep Disturbance
80,0.13,98,36.2,Light Sleep
100,0.72,96,36.5,Awake
77,0.12,99,36.1,Light Sleep
78,0.25,96,36.3,REM
118,1.04,93,36.7,Sleep Disturbance
86,0.27,95,36.5,REM
94,0.21,96,36.3,REM
103,0.37,96,36.6,Awake
71,0.01,96,36.1,Deep Sleep
95,0.22,95,36.3,REM
97,1.16,90,36.5,Sleep Disturbance
98,0.54,94,37.0,Sleep Disturbance
69,0.01,98,36.1,Deep Sleep
120,1.19,95,36.9,Sleep Disturbance
75,0.05,96,36.1,Light Sleep
80,0.02,100,36.1,Deep Sleep
108,0.9,96,36.7,Awake
77,0.02,99,35.9,Deep Sleep
84,0.18,99,36.1,Light Sleep
112,0.86,95,36.7,Sleep Disturbance
77,0.0,96,36.0,Deep Sleep
93,0.38,97,36.7,Awake
96,0.32,98,36.5,Awake
105,0.53,94,36.7,Awake
88,0.15,95,36.3,Light Sleep
111,0.71,91,36.8,Sleep Disturbance
85,0.19,98,36.4,Light Sleep
90,0.96,93,36.8,Sleep Disturbance
99,0.69,98,36.7,Awake
73,0.15,97,36.1,Light Sleep
97,1.19,92,37.0,Sleep Disturbance
98,0.78,97,36.4,Awake
78,0.09,95,36.3,Light Sleep
95,0.97,91,36.7,Sleep Disturbance
108,0.35,96,36.4,Awake
64,0.0,97,36.1,Deep Sleep
87,0.19,97,36.3,REM
93,0.52,94,36.6,Awake
69,0.05,99,36.1,Deep Sleep
